"iso3c","date","country","region","income_level","goal","ind_quality"
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Combined",0.357
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 1",0.419
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 2",0.182
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","1",0.333
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","10",1
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","16",0.5
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","2",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","3",0.5
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","4",0.5
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","5",0.308
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","8",0.167
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Combined",0.571
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 1",0.677
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 2",0.273
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","1",0.5
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","10",1
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","16",0.5
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","2",0.5
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","3",0.75
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","4",0.667
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","5",0.385
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","8",0.833
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Combined",0.81
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 1",0.806
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 2",0.818
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","1",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","10",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","16",0.5
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","2",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","3",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","4",0.667
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","5",0.692
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","8",1
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Combined",0.047
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 1",0.062
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","1",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","10",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","16",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","3",0.2
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","4",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","5",0.077
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","8",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Combined",0.167
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 1",0.194
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 2",0.091
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","1",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","10",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","16",0.25
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","2",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","3",0.5
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","4",0.333
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","5",0.077
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","8",0.167
"AUS",2020,"Australia","East Asia & Pacific","High income","Combined",0.512
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 1",0.581
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 2",0.3
"AUS",2020,"Australia","East Asia & Pacific","High income","1",0.5
"AUS",2020,"Australia","East Asia & Pacific","High income","10",1
"AUS",2020,"Australia","East Asia & Pacific","High income","16",0.667
"AUS",2020,"Australia","East Asia & Pacific","High income","2",0.5
"AUS",2020,"Australia","East Asia & Pacific","High income","3",0.75
"AUS",2020,"Australia","East Asia & Pacific","High income","4",0.5
"AUS",2020,"Australia","East Asia & Pacific","High income","5",0.385
"AUS",2020,"Australia","East Asia & Pacific","High income","8",0.5
"AUT",2020,"Austria","Europe & Central Asia","High income","Combined",0.571
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 1",0.645
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 2",0.364
"AUT",2020,"Austria","Europe & Central Asia","High income","1",0.833
"AUT",2020,"Austria","Europe & Central Asia","High income","10",1
"AUT",2020,"Austria","Europe & Central Asia","High income","16",0.5
"AUT",2020,"Austria","Europe & Central Asia","High income","2",0
"AUT",2020,"Austria","Europe & Central Asia","High income","3",0.75
"AUT",2020,"Austria","Europe & Central Asia","High income","4",0.667
"AUT",2020,"Austria","Europe & Central Asia","High income","5",0.385
"AUT",2020,"Austria","Europe & Central Asia","High income","8",0.667
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Combined",0.381
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 1",0.484
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 2",0.091
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","1",0.167
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","10",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","16",0.5
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","2",0.5
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","3",0.75
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","4",0.5
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","5",0.308
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","8",0.333
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Combined",0.667
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 1",0.71
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 2",0.545
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","1",0.667
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","10",1
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","16",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","2",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","3",1
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","4",0.833
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","5",0.615
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","8",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","Combined",0.571
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 1",0.677
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 2",0.273
"BEL",2020,"Belgium","Europe & Central Asia","High income","1",0.833
"BEL",2020,"Belgium","Europe & Central Asia","High income","10",1
"BEL",2020,"Belgium","Europe & Central Asia","High income","16",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","2",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","3",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","4",0.667
"BEL",2020,"Belgium","Europe & Central Asia","High income","5",0.385
"BEL",2020,"Belgium","Europe & Central Asia","High income","8",0.667
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Combined",0.619
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 1",0.645
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 2",0.545
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","1",0.667
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","10",1
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","16",0.5
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","2",0.5
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","3",1
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","4",0.667
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","5",0.615
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","8",0.333
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Combined",0.595
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 1",0.581
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 2",0.636
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","1",0.667
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","10",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","16",0.25
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","2",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","3",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","4",0.5
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","5",0.462
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","8",0.667
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Combined",0.619
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 1",0.71
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 2",0.364
"BGD",2020,"Bangladesh","South Asia","Lower middle income","1",0.5
"BGD",2020,"Bangladesh","South Asia","Lower middle income","10",1
"BGD",2020,"Bangladesh","South Asia","Lower middle income","16",0.5
"BGD",2020,"Bangladesh","South Asia","Lower middle income","2",0.5
"BGD",2020,"Bangladesh","South Asia","Lower middle income","3",0.75
"BGD",2020,"Bangladesh","South Asia","Lower middle income","4",0.5
"BGD",2020,"Bangladesh","South Asia","Lower middle income","5",0.615
"BGD",2020,"Bangladesh","South Asia","Lower middle income","8",0.833
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Combined",0.524
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 1",0.581
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 2",0.364
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","1",0.667
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","10",1
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","16",0.5
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","2",0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","3",0.75
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","4",0.667
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","5",0.308
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","8",0.667
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Combined",0.238
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 1",0.323
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 2",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","1",0.167
"BHR",2020,"Bahrain","Middle East & North Africa","High income","10",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","16",0.25
"BHR",2020,"Bahrain","Middle East & North Africa","High income","2",0.5
"BHR",2020,"Bahrain","Middle East & North Africa","High income","3",0.5
"BHR",2020,"Bahrain","Middle East & North Africa","High income","4",0.5
"BHR",2020,"Bahrain","Middle East & North Africa","High income","5",0.154
"BHR",2020,"Bahrain","Middle East & North Africa","High income","8",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Combined",0.214
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 1",0.258
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 2",0.091
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","1",0.167
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","10",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","16",0.5
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","2",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","3",0.5
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","4",0.167
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","5",0.077
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","8",0.333
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Combined",0.429
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 1",0.516
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 2",0.182
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","1",0.333
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","10",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","16",0.5
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","2",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","3",0.5
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","4",0.667
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","5",0.308
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","8",0.667
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Combined",0.595
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 1",0.645
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 2",0.455
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","1",0.5
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","10",1
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","16",0.5
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","2",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","3",0.75
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","4",0.667
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","5",0.615
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","8",0.667
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Combined",0.476
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Tier 1",0.581
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Tier 2",0.182
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","1",0.167
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","10",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","16",0.25
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","2",0.5
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","3",0.75
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","4",0.667
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","5",0.385
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","8",0.833
"BMU",2020,"Bermuda","North America","High income","Combined",0.093
"BMU",2020,"Bermuda","North America","High income","Tier 1",0.125
"BMU",2020,"Bermuda","North America","High income","Tier 2",0
"BMU",2020,"Bermuda","North America","High income","1",0.167
"BMU",2020,"Bermuda","North America","High income","10",0
"BMU",2020,"Bermuda","North America","High income","16",0.25
"BMU",2020,"Bermuda","North America","High income","2",0
"BMU",2020,"Bermuda","North America","High income","3",0.2
"BMU",2020,"Bermuda","North America","High income","4",0.167
"BMU",2020,"Bermuda","North America","High income","5",0
"BMU",2020,"Bermuda","North America","High income","8",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Combined",0.595
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 1",0.71
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 2",0.273
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","1",0.5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","10",1
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","16",0.5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","2",0.5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","3",1
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","4",0.667
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","5",0.385
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","8",0.833
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Combined",0.571
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 1",0.71
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 2",0.182
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","1",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","10",1
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","16",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","2",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","3",0.75
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","4",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","5",0.462
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","8",0.833
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Combined",0.357
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 1",0.387
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 2",0.273
"BRB",2020,"Barbados","Latin America & Caribbean","High income","1",0.167
"BRB",2020,"Barbados","Latin America & Caribbean","High income","10",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","16",0.5
"BRB",2020,"Barbados","Latin America & Caribbean","High income","2",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","3",0.5
"BRB",2020,"Barbados","Latin America & Caribbean","High income","4",0.333
"BRB",2020,"Barbados","Latin America & Caribbean","High income","5",0.308
"BRB",2020,"Barbados","Latin America & Caribbean","High income","8",0.667
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Combined",0.357
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 1",0.484
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 2",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","1",0.167
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","10",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","16",0.25
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","2",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","3",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","4",0.667
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","5",0.231
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","8",0.5
"BTN",2020,"Bhutan","South Asia","Lower middle income","Combined",0.381
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 1",0.419
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 2",0.273
"BTN",2020,"Bhutan","South Asia","Lower middle income","1",0.667
"BTN",2020,"Bhutan","South Asia","Lower middle income","10",1
"BTN",2020,"Bhutan","South Asia","Lower middle income","16",0.25
"BTN",2020,"Bhutan","South Asia","Lower middle income","2",0.5
"BTN",2020,"Bhutan","South Asia","Lower middle income","3",0.25
"BTN",2020,"Bhutan","South Asia","Lower middle income","4",0.5
"BTN",2020,"Bhutan","South Asia","Lower middle income","5",0.308
"BTN",2020,"Bhutan","South Asia","Lower middle income","8",0.167
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Combined",0.357
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 1",0.419
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 2",0.182
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","1",0.333
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","10",1
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","16",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","2",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","3",0.75
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","4",0.5
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","5",0.231
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","8",0.5
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Combined",0.333
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 1",0.387
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 2",0.182
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","1",0.167
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","10",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","16",0.25
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","2",0.5
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","3",0.75
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","4",0.333
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","5",0.462
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","8",0
"CAN",2020,"Canada","North America","High income","Combined",0.5
"CAN",2020,"Canada","North America","High income","Tier 1",0.581
"CAN",2020,"Canada","North America","High income","Tier 2",0.273
"CAN",2020,"Canada","North America","High income","1",0.667
"CAN",2020,"Canada","North America","High income","10",1
"CAN",2020,"Canada","North America","High income","16",0.5
"CAN",2020,"Canada","North America","High income","2",1
"CAN",2020,"Canada","North America","High income","3",0.75
"CAN",2020,"Canada","North America","High income","4",0.5
"CAN",2020,"Canada","North America","High income","5",0.308
"CAN",2020,"Canada","North America","High income","8",0.333
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Combined",0.595
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Tier 1",0.677
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Tier 2",0.364
"CHE",2020,"Switzerland","Europe & Central Asia","High income","1",0.667
"CHE",2020,"Switzerland","Europe & Central Asia","High income","10",1
"CHE",2020,"Switzerland","Europe & Central Asia","High income","16",0.5
"CHE",2020,"Switzerland","Europe & Central Asia","High income","2",0.5
"CHE",2020,"Switzerland","Europe & Central Asia","High income","3",0.5
"CHE",2020,"Switzerland","Europe & Central Asia","High income","4",0.667
"CHE",2020,"Switzerland","Europe & Central Asia","High income","5",0.538
"CHE",2020,"Switzerland","Europe & Central Asia","High income","8",0.667
"CHL",2020,"Chile","Latin America & Caribbean","High income","Combined",0.667
"CHL",2020,"Chile","Latin America & Caribbean","High income","Tier 1",0.774
"CHL",2020,"Chile","Latin America & Caribbean","High income","Tier 2",0.364
"CHL",2020,"Chile","Latin America & Caribbean","High income","1",0.833
"CHL",2020,"Chile","Latin America & Caribbean","High income","10",1
"CHL",2020,"Chile","Latin America & Caribbean","High income","16",0.5
"CHL",2020,"Chile","Latin America & Caribbean","High income","2",0.5
"CHL",2020,"Chile","Latin America & Caribbean","High income","3",0.75
"CHL",2020,"Chile","Latin America & Caribbean","High income","4",0.833
"CHL",2020,"Chile","Latin America & Caribbean","High income","5",0.462
